codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
2507032B02,01021626,,,,TAT 6 CONSERVA SOBERANA LOMOFINO CON ACTE 140GRX48U GTS 1 HARINA 500GR,,,
3418021A00,240101055,,,,FOUR PACK SALSAS PREMIUM 1475GR X 1UND,,,
069905003,5350,,,,DETERGENTE AS BICAR/MANZX125GX96U BONFTQ,,,
2801113A00,12434373,,,,FELIX CLASSIC CON POLLO/HIGADOX85GRX15U,,,
073029,1003670,,,,PIMIENTA LIMON BADIA 184.3GRX12U,,,
019020004,019020004,,,,2P.POP FRESA+TROL MORG GTS ANIS RELLENO,,,
006251,03087,,,,LIMPIADOR EN POLVO BEISBOL FLORALX500CCX24U,,,
075120001,01021608,,,,(P.E) SARDINA TINAPA SOBERANA TOMATE 155GX50U,,,
029221039,61024892,,,,(P.E) TAT JABON PROTEX LIMPIEZA PROFUNDA X110GX72U,,,
052366,12314533,,,,PRO PLAN REDU/CALORIE DOG R/PEQX1KGX6U,,,
069033001,61612,,,,TOP ULTRA CON SUAVIZANTE X500GRX40U,,,
60.06.04.019,60.06.04.019,,,,ETIQUETA SELLOS DE ADVERTENCIA SODIO AZUCAR VERTICAL 301mm,,,
61.01.10.001,61.01.10.001,,,,MATERIAL DE  ACEITE,,,
073033001,1003489,,,,PIMIENTA NEGRA ENTERA BADIA 63.78GRX12U P.E,,,
018120,018120,,,,6 UND LIMPIA YA 500+ 6 UND LAV LIQ LIMON 700GTS LIMPIA YA 500,,,
70.05.03.003,70.05.03.003,,,,ETIQUETA MOSTAZA 370 NONA PEPA,,,
071400919,5350,,,,DETERGENTE AS BICAR/MANZX125GX96U BONIF,,,
052990008,052990008,,,,FELIX POUCHES SURTIDOX85GX1U BONIF,,,
15.05.01.002,15.05.01.002,,,,N/A,,,
14.03.01.004,14.03.01.004,,,,ROSADA 3350 G CLASICA LA HUERTA BOLSA,,,
052467900,12376562,,,,EXCELLENT FORMULA ADULT 3KGX6U BONIF,,,
70.13.07.008,70.13.07.008,,,,ETIQUETA SALSA DE SOYA NONA PEPA *3000GR,,,
3416010B02,130401013,,,,MM 3 PIÑA 200G CLASICA DOYPACK (15%),,,
074009070,12887,,,,(P.E) COLADO HEINZ FLEX 6 SABORESX113GX4OF,,,
029067041,CO01612A,,,,SUAVITEL AROMA VAINILLA 50MLX22DPX12U,,,
007100,7009034,,,,RECARGA PASATIEMPO,,,
1610229A00,310005187,,,,TRULULU SURTIDO HALLOWEEN X12BX70U,,,
70.09.01.007,70.09.01.007,,,,ETIQUETA ACEITE 20LT SOYA DOÑA PEPA,,,
71.01.14.003,71.01.14.003,,,,ETIQUETA STIKER SUPER OFERTA Y PROMOCION GRAVADA,,,
074029001,2306,,,,CHEEZ WHIZ ORIGINAL 227GX12U,,,
60.04.06.001,60.04.06.001,,,,ASAS AMARILLAS TAPA #38,,,
1601057A00,310003222,,,,BARRILETEX48DX15U,,,
70.05.03.007,70.05.03.007,,,,ETIQUETA MOSTAZA 4000 CLASICA,,,
043708006,12124726,,,,CREMA MAGGI POLLOX900GRX6U,,,
50.16.01.015,50.16.01.015,,,,PREFORMA 17 GR /CRISTAL 1881 SMI COLOMBIA SAS,,,
074151002,2307,,,,2 QUESO PARMESANO KRAFT HEINZ 227GX6OF,,,
018635,471000246,,,,LIMP. ETERNA BICARBONX2000CCX12U,,,
029351058,61009199,,,,(6%) MSS CLINICAL PRACTITUBOX70GRX18U,,,
029491024,CN01004A,,,,2 CEP COLGATE 360° LUMINOUS CPT SFTX12U P.ESP,,,
3410012B02,150401017,,,,MM 3 MOSTAZA 200G CLASICA DOYPACK (15%),,,
3425037B02,190102016,,,,3% P.E ACEITE DE SOYA 760 ML X 12 UND,,,
029520005,BR03962A,,,,(22.20%) ENJ BUCAL PLAX ICE INFINITY 180MLX12U (EFECT),,,
018912,482010622,,,,ESPONJA DOBLE USO LIMPIA YA 6DPX12UX1U BONIF,,,
018046012,450102067,,,,GUANTE MAX.PROTECC.EXTRA LARGO M X72U,,,
2843053A00,12508187,,,,PRO PLAN CACH COMPLETE P15KG LL17KG,,,
029403001,CO01608A,,,,CDC TRIPLE ACCIONX60MLX24DX3U,,,
029347028,MX02548A,,,,DES SS BARRA COOL AZULX50GRX12U,,,
029068125,61020302,,,,SSM SUAVITEL COMPLETE LAVANDA X160MLX56U,,,
029144005,61015215,,,,(15.10%) AJAX BICAR/NARNJ LIMONX500CCX24U,,,
70.13.04.010,70.13.04.010,,,,ETIQUETA SALSA DE AJI PICANTE *1000GR GRAVADO,,,
069261,5720,,,,TAT DETERGENTE AS VINAGRE+LIMON X1000GX20U,,,
240103004,240103004,,,,COMBO -MARGARINA 400 GR OFF 5% NAPOLI,,,
60.01.04.070,60.01.04.070,,,,COIMPRESION MOVIL X3 *500G  NAPOLI ALICO D07108,,,
052069010,12340765,,,,DOG CHOW ROTISSERIE CHOCKENX368GX12U,,,
11.01.02.013,11.01.02.013,,,,MAYONESA 3350 G GOURMET DOÑA PEPA BOLSA,,,
2210015A00,190101010,,,,ACEITE DE PALMA NAPOLI 20LTX1U,,,
029067113,029067113,,,,PPK 4 TAT P14 SUAVITEL SURT X200ML GTS 02 SUAV 360ML,,,
3416007B03,130401008,,,,NAPOLI 1 DISPLAY * 12 U PIÑA 90 GR + 6 ACEITES SOYA 110 ML NAPOLI,,,
70.08.06.001,70.08.06.001,,,,ETIQUETA TAPA MARGARINA NORSAN,,,
071078002,803272,,,,8% GASTROFAST ADVANCE SACHETX1DPX10U,,,
60.01.03.024,60.01.03.024,,,,FUNDA PVC 18.5X5.5CM  TRANSPARENTE SIN IMPRES,,,
00.00.01.020,00.00.01.020,,,,PATROCINIOS DE MARCA,,,
029517001,FBR18022,,,,ENJ. BUCAL PLAX  2EN1 COOL MINTX250MLX12U,,,
2840037A00,2840037A00,,,,PRO PLAN VET/DIET CANINE HA CHKN 1UX16.5LB,,,
019038,03850,,,,GOMAS PLAY ARAÑASX8DX100U,,,
016380,310005470,,,,SUPERCOCO COQUITOS 12DX40G,,,
1601137B03,310006771,,,,TAT CHAO LIMON (X2) + FRUWI MASTICABLE GTS RICATO RUSTICO,,,
50.09.19.008,50.09.19.008,,,,SABOR ESPECIAS SALSA PARA CARNES LIQ X 3 GREEN FLAVORS,,,
019030,03222,,,,GOMAS PLAY BY TROLLI GUSANOS X16DX100U,,,
11.05.03.005,11.05.03.005,,,,N/A,,,
2804037A00,12443264,,,,CAT CHOW ACTIVE ECONOPACKX2KGX6U,,,
065006,318329,,,,BOMB AHORADOR TWISTER 27W X12UND,,,
044090,00000002,,,,MEZCLADORES BCO DOMINGOX20PX500U,,,
029519007,BR00933B,,,,ENJUAGUE BUCAL PLAX ICEX500MLX12U,,,
60.06.01.001,60.06.01.001,,,,ADITIVO PARA ZANASI,,,
052068014,12346402,,,,DOG CHOW CACH. R/PEQ BOLSAX1KGX8U P.E,,,
0118030B09,61024844,,,,(PE CAJA) LSS CLINI PROTEC&CLARITY TAPAX20GRX24DX10S,,,
074050001,7103,,,,SALSA 57 HEINZ 284GX12U P.E,,,
018870001,471000178,,,,(P.E) LAVALOZA LIMPIA YA DOYPACK 180MLX48U,,,
50.19.01.005,50.19.01.005,,,,COLOR ROJO ROPE 32135 ESENTTIA SA,,,
80.01.06.014,80.01.06.014,,,,SIXPACK BEB LACTEA BOLSA 180GR SURTIDO,,,
005035,605450,,,,ACEITE MAZORCA DE OROX500CCX24U,,,
2210009B02,190901006,,,,3% P.E ACEITE DE SOYA NAPOLY 760MLX12U,,,
029969004,CO01236B,,,,AXION DISC LIMON X130GX1U BONIF (3 PPK DEO),,,
052096,12240603,,,,SMOOCHIES MEDALLONES CARNEX65GX30U,,,
029067048,CO01766A,,,,(50%E) 2 SUAVITEL FRES&CHOCX2.9LX2U,,,
17.07.01.001,17.07.01.001,,,,SALSA CIRUELA 200G- PROCESO,,,
029351020,MX01823A,,,,DEO MEN SS AERO COOL AZULX100GX12U,,,
029403121,CO01606A,,,,(8.0%) CDC TRIPLE ACCIONX60MLX144U,,,
70.01.06.001,70.01.06.001,,,,ETIQUETA MAYONESA *3200 PREMIUM LOS PINOS,,,
075205001,02030505,,,,POB HARINA AREPA REPA BLANCA 1000GRX20U,,,
029205004,FCO91060,,,,JAB.PALM YOG&FRU X130GRX24DP*3 50%EMP,,,
00.00.01.026,00.00.01.026,,,,AUDITORIA,,,
80.01.03.012,80.01.03.012,,,,BEBIDA LACTEA VASO MORA 150 PARMALAT,,,
071908009,634946,,,,LIMPIDO REG.M/USOSX460MLX24UBONIF,,,
029069007,FCO28002,,,,(20%) SUAVITEL PRIMAVERALX1000CCX12U,,,
20.03.03.001,20.03.03.001,,,,GLASSE SONRISAS YERMAN MORA 500 GRS,,,
4004032B03,81000352,,,,TAT PG 6 LL 7 TRAS DISCO LIMON 130GR,,,
029185063,029185063,,,,PPK 17 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
60.01.04.011,60.01.04.011,,,,BOLSA ESTAMPADA MAYONESA PREMIUM 400 NONAPEPA ALICO,,,
029224013,MX03158A,,,,JABON PROTEX LIQ PRO HIDRATAX221MLX12U,,,
029905001,CO01882A,,,,(15%) JAB.PALM AVENA&AZUCARX120GRX24DPX3U,,,
052465005,12459915,,,,5% PRO PLAN ACTIVE MIND R/PEQ X1KGX16U,,,
70.13.05.003,70.13.05.003,,,,ETIQUETA SALSA INGLESA LA HUERTA 165 GR FLEXOLABEL SAS,,,
071400054,071400054,,,,MM P24 LL 26 LIMPIDO REGULAR 460 ML,,,
70.01.01.001,70.01.01.001,,,,ETIQUETA MAYONESA *200 AMERICANA DOÑA PEPA,,,
3401005B02,110401001,,,,PG 5 LL 6 MAYONESA AMERICANA 200G,,,
044042055,026000,,,,PLATO GDE RUMBA PLATINUMX12PX8U,,,
60.01.01.008,60.01.01.008,,,,TAPA TRANSPARENTE MARGARINA- FABRICADO,,,
50.25.01.002,50.25.01.002,,,,AJI HBANERO ROJO MASH 1-14 /JAIRO IZQUIERDO,,,
2210005B02,190902002,,,,3% P.E ACEITE DE PALMA NAPOLI 800MLX12U,,,
22.01.49.001,22.01.49.001,,,,SALSA DE AJI 160 ML BONIF,,,
50.09.11.001,50.09.11.001,,,,SABORES VAINILLA BLANCA *5KG CASA PANADERO,,,
11.06.01.002,11.06.01.002,,,,MAYONESA AMERICANA LOS PINO 1000 GRX20UNID,,,
044050001,00110,,,,CUCHARA PEQ BCA DOMINGOX10PX100U,,,
2801001A00,12453082,,,,CAT CHOW ADUL HUMEDO SURT(4X85GR)X4OF,,,
003485001,16008,,,,GRANOLA GRANNY TROPICAL X200GX30U P.E,,,
044057001,00800000,,,,RECIPIENTE M/USOS SMARTX8OZX10DX50U,,,
60.01.04.051,60.01.04.051,,,,BOLSA COIMPRESION MAYONESA ECONOMICA INSTITUCIONAL 25X25 ALICO C87173,,,
029134013,MX03036A,,,,(22.58%) AXION LIQUIDO LIMON X750CCX12U,,,
029344900,61013199,,,,DES MSS XTREME NIGHT PRACTIGELX70GX18U BONIF,,,
071201,88552,,,,CREMA N.04X50G,,,
052988002,380229,,,,PRO PLAN WET ADUL CARNE X100GRX15U OBSEQUIO,,,
70.06.01.002,70.06.01.002,,,,ETIQUETA BBQ 500 CLASICA DOÑA PEPA,,,
005001900,5350,,,,DETERGENTE AS BICAR/MANZX125GX96U BONIF,,,
60.01.04.061,60.01.04.061,,,,BOLSA ESTAMPADA TOMATE 200 NAPOLI D05168 ALICO,,,
052097,12240604,,,,SMOOCHIES CHURRASCOX65GX30U,,,
052999130,052999130,,,,AFICHE CAT CHOW PROTECCION PARA UNA VIDA MEJOR,,,
052950032,052950032,,,,ACTIVIDADES ROTACION MARZO,,,
003370003,1010022965,,,,(P.E) ACEITE NAPOLI ORUJO OLIVA PETX1000MLX12U,,,
075903,03080029,,,,LENTEJA SOBERANA 250GRX50U BONIF,,,
281600,281600,,,,DOG CHOW,,,
052068044,052068044,,,,TAT 2 D/CHOW 350GR+2 GATSY 250GR GTS 1 D/CHOW 350 GR,,,
1310013A00,804961,,,,BONPLUSX20+NOR BNOCHEX8+DURAFE ESPX8,,,
60.01.04.045,60.01.04.045,,,,BOLSA ESTAMPADA BBQ 4000 NONAPEPA ALICO,,,
069242900,5130,,,,DETERGENTE AS FLORALX250GRX48UND BONIF,,,
0419013B07,472108074,,,,PG 12 LL 14  LAVALOZA LIMON LIMPIA YA 450G,,,
016106,210001280,,,,OKA LOKA PALITOS EFERVX12DX12U,,,
1610233A00,1610233A00,,,,TRULULU LADRILLOSX12DX85G,,,
071218026,115782,,,,TAT MM - PÑ WINNY ULTSEC ET2X8DPX30U+TOAX20U ALOE GTS 01 DET DERSA AS BIC/ MZ 125GR,,,
052950014,052950014,,,,CONCURSO FDV IRON MAN ABRIL - MAYO - JUNIO,,,
029134026,CO01230A,,,,(16%) AXION LIQUIDO LIMONX180MLX48U,,,
073027002,1003541,,,,PIMENTON BADIA 453.6GRX6U,,,
052999021,052999021,,,,COMBOS PRO PLAN JUNIO,,,
029183003,CO01123A,,,,(10%) FABULOSO MANZANAX500CCX24U,,,
052944,12278603,,,,PRO PLAN PUPPY COMPLETE 6UX3KG BONIF,,,
029068201,61020302,,,,(13%) SUAVITEL COMPLETE LAVANDA X160MLX56U,,,
70.10.06.004,70.10.06.004,,,,ETIQUETA DE ACEITE DE SOYA NAPOLI 900 ML,,,
12.05.03.005,12.05.03.005,,,,N/A,,,
60.03.09.004,60.03.09.004,,,,ELABORACION TROQUEL ASHER,,,
9910001A00,9910001A00,,,,CAJA GATORADE FRUTOS TROPICALES 500MLX12U,,,
029208004,MX06060A,,,,(TPR) JABON LIQ PALM PITAHAYAX390MLX12U,,,
003653900,1200349699,,,,BONIF SALSA CARNES VANSAZON 165GRX24U,,,
044039006,00400007,,,,VASO PAPEL DOMINGO 4OZX20PX50U,,,
018073001,482010415,,,,FIBRA ETERNA LA RESISTENTEX24DX12UND*1,,,
052950071,052950071,,,,ACTIVIDADES AGOSTO TRADICIONAL ,,,
24.02.01.004,24.02.01.004,,,,COMBO 4 - TRIPACK MAY GOURMET 200G +TOMATE  CLAS 250G +MOSTAZA 250G HUERTA,,,
1328001B14,634946,,,,MM PAGUE 24 LLEVE 25 LIMPIDO REG 460 ML,,,
029403025,MX05227A,,,,(8.10%) MM CDC TRIP ACC EXT FRESCURAX63MLX72U,,,
052950034,052950034,,,,PLAN DOMICILIO MAYO,,,
071908001,634946,,,,LIMPIDO REG.M/USOSX460MLX24U BONIF,,,
074022005,3001,,,,MAYONESA HEINZ 400GX24U,,,
074055001,7002,,,,SALSA AJO HEINZ 168MLX24U P.E,,,
016220,210004904,,,,TRUKIN SURTIDOX1CJAX20UX60GR,,,
50.09.14.001,50.09.14.001,,,,SABOR BBQ *5KG GREEN FLAVORS,,,
3701017A00,900020915,,,,SIXPACK JAMON END PLUMROSE 115GRX4DP,,,
052999125,052999125,,,,STICKER CANECA KILO A KILO D CHOW CCHR MED GRANDES,,,
005034,601710,,,,ACEITE GIRASOL DE OROX3000CCX6U,,,
003315002,70131,,,,2 A. OLIVA NAPOLI EXVIRG 500MLX4U GTS OLIVD 500ML,,,
069330009,069330009,,,,TAT DET BIC JAB REYX500+1 AS VIN LIMONX500GTS1 AS VINAGRE LIMONX250,,,
60.03.04.029,60.03.04.029,,,,CLISE REF ME0045 CORRUGADO ACEITE 800ML NONA PEPA PAPELES CORRUGADO ANDINA,,,
90.01.01.016,90.01.01.016,,,,SALCHICHA EXTRA GRANDE X 1000G,,,
029197033,CO01875A,,,,(13.70%) JABON PALM YOGURTH&FRUTX120GRX72U,,,
019012009,019012009,,,,FRUNA PLANA+YOGUETA+BIAGI TUBO GTS PIN POP,,,
029068900,61002715,,,,SUAVITEL COMPLETE LAVANDAX180MLX48U (BONIF200),,,
074022011,3001-2,,,,MAYO HEINZ 400G+KETCHUP HEINZ PET 397GR P.EX12OF,,,
19.10.01.001,19.10.01.001,,,,ACEITE SOYA 900 ML YERMAN MI ALEGRIA,,,
029220076,61009795,,,,MM JABON PROTEX DUO PROTECT X120GX72U (PLM),,,
70.09.01.011,70.09.01.011,,,,ETIQUETA ACEITE 760 SOYA NONA PEPA,,,
071245012,116655,,,,TAT MM - PÑ WINNY PANTS ET5X8DPX30U GTS 01 LIMPIDO,,,
074029003,2306,,,,50% CHEEZ WHIZ ORIGINAL 227GX12U,,,
071302001,625054,,,,(15%) CLOROX ORIGINALX1000MLX12U,,,
1622041A00,310005847,,,,BIANCHI SNACKS STIX 24DX55G,,,
052999012,052999012,,,,PASADIA PURINA OCT-NOV 2018 - T,,,
052115,12371585,,,,LADRINA POLLO BRASA/VEGX22.7KG,,,
073030006,1003219,,,,PIMIENTA DULCE MOLIDA BADIA 56.69GRX12U,,,
3431027B02,250101010,,,,8% P.E LECHE CONDEN EDIC.NAVID NONAPEPA ESPARCI390GRX24U,,,
052352,12293647,,,,PRO PLAN URINARY CAT X3KGX6U,,,
1337016B02,301653,,,,PAGUE 5 BON BRIL INOX PLATEADA GTS 2 LIMPIDO REG 460ML,,,
029220040,61009795,,,,(4.10%) JABON PROTEX DUO PROTECT X120GX72U,,,
00.00.01.031,00.00.01.031,,,,FLETE DE MAQUINA SOPLADORA,,,
1304017B03,162412,,,,OFERTA TAT NORAVER PAST MENT/FORTX12 GTS 1 HARINA REPA REPA 500GR,,,
2813101A00,12399348,,,,DOG CHOW CACH. R/MED-GDE X8KGX1BT,,,
11.08.01.001,11.08.01.001,,,,MAYONESA PREMIUN YERMAN MI ALEGRIA 3700GR*4,,,
029068105,61020298,,,,(13%) MM SUAVITEL FRESA&CHOCO X180MLX56U,,,
029220016,CO01853A,,,,(4.10%) JABON PROTEX MACADAMIAX120GX72U,,,
075200900,02030507,,,,BONIF HARINA AREPA REPA BLANCA 500GRX24U,,,
016244,310003151,,,,TRULULU PINGUINOSX12DX150U,,,
9919005A00,999,,,,LA NIEVE POLI PANADERIA 50KG,,,
044045005,02000005,,,,PLATO SOPERO GDE ESP DOMX20CMX10PX20U,,,
076901004,076901004,,,,1 GASEOSA POSTOBON UVA 600MLX12U BONIF EFEC,,,
1331009B03,500609,,,,TAT PAGUE 4 LLEVE 5 CLOROX ROPA COLOR X 450ML,,,
071400070,071400070,,,,LIMP ROPA COLORX450ML 6 GTS 1 LIMP REG 460 GTS 1 TOA CLOROX EXPERT,,,
052006900,12338916,,,,CAT CHOW ADUL CARNEX85GRX15U BONIF PROV,,,
20.03.02.002,20.03.02.002,,,,GLASSE SONRISAS YERMAN DURAZNO 1000 GRS,,,
70.09.02.030,70.09.02.030,,,,ARTES/ 891878 COIMPRESION MOVIL X3 MOSTAZA 250G- TOMATE 250G  ALICO D17769,,,
006903,006903,,,,FRAGANTY LAVANDA DPX500MX12U BONIF BEISBOL,,,
052061004,12281689,,,,DOG CHOW R/PEQX2KGX6U+DCH LAT374G,,,
60.03.04.058,60.03.04.058,,,,CAJA REF ME0611 CORRUGADO ACEITE 110 ML NONA PEPA,,,
001004B,001004B,,,,PAPELERIA,,,
60.01.06.019,60.01.06.019,,,,ENVASE TRANSPARENTE 600- FABRICADO,,,
029353121,61009197,,,,(9%) LSS CLINICAL PRACTITUBOX70GRX18U,,,
0419005B21,472108072,,,,TAT PG 6 LAVALOZA LIQ LIMON LIMPIA YA 500ML GTS 1 GUANTE LIMPIA YA AMAR T8,,,
11.04.05.001,11.04.05.001,,,,MAYONESA ECONOMICA SACHET X 200G NONA PEPA,,,
011701,540794,,,,MARCADOR PERM/TE NORMA AZULX24DX10U,,,
4004032B04,81000352,,,,MM PG 12 LL 14 TRAS DISCO LIMON 130GR,,,
00.00.01.041,00.00.01.041,,,,INTERESES MORA,,,
029515900,BR03305A,,,,(TPR) ENJ PLAX ICE GLACIALX250MLX12U BONIF,,,
70.01.08.003,70.01.08.003,,,,ETIQUETA MAYONESA LA ECONOMICA 800 G,,,
016260900,310006989,,,,BONIF TRULULU MASMELO FRESA RELLENAX12DX65,,,
052973007,12291293,,,,CAT CHOW HEALTHY WEIGHT DEFENSE X3KX6U BONIF,,,
003960,003960,,,,SAL MI SAL 500GRX25U BONIF,,,
1325018B02,116549,,,,9.7% P.E PÑ WINNY ULTSEC ET2X4DPX50U+TOAX10U ALOE,,,
044087007,02500001,,,,PITILLOS ENVUELTO DOMINGO 25CMX50DX200U,,,
071218012,115782,,,,MM - PÑ WINNY ULTSEC ET2X8DPX30U+TOAX20U ALOE GTS 01 LIMPIDO,,,
029067003,CO00794B,,,,SUAVITEL PRIMAVERALX3L BIPACKX2OF,,,
240101039,240101039,,,,COMBO - BIPACK  MAY AMERICANA 200GR + TOM CLASICA  250 GR NONA PEPA,,,
40.02.01.005,40.02.01.005,,,,QUESO DOBLE CREMA 2500 GR TAJADO NONA PEPA,,,
3410012B02,150401017,,,,MM 3 MOSTAZA 200G CLASICA (15%),,,
60.01.04.059,60.01.04.059,,,,BOLSA ESTAMPADA PIÑA 200 NAPOLI D05168 ALICO,,,
052039001,12324255,,,,FELIX SENS CORDERO EN SALSAX85GRX15U,,,
003220,003220,,,,PPK NAPOLI CONCHA+MACAR+FIDEO D GTS 01SAL 500GR,,,
052064012,052064012,,,,COMBO DOG CHOW ADU. R/MED-GDE XLIFEX 19LLEVE22.7KG+DOG CHOW PESO T/TAMAÑOS,,,
15.09.01.002,15.09.01.002,,,,MOSTAZA ECONOMICA SUPERLIDER 170 GRS DOYPACK,,,
70.22.01.007,70.22.01.007,,,,ETIQUETA QUESO MOZZARELLA TAJADO 240GR - CALDEFLEXO,,,
044033004,01200010,,,,VASOS OPAL DOM X12OZX40DX50U,,,
052373900,12460976,,,,BONIF PRO PLAN SENSITIVE PUPPY SKINX3KGX6U,,,
044042,02400301,,,,PLATO GDE DOMINGO BCOX60PX20U,,,
018420002,415000940,,,,VASO ENTRENAMIENTO MUNCHY X6U,,,
052965001,12291289,,,,CAT CHOW GATICOS DEFENSEX500GX12U BONIF,,,
029189011,CO01635A,,,,(12.40%) FABULOSO MANZANA DPACKX200CCX72U,,,
029067025,CO01444A,,,,SUAVITEL AROM MANZ FRUT ROJOX430MLX24U,,,
001003,001003,,,,ALQUILER ESPACIO PUBLICITARIO,,,
029402006,MX05865A,,,,(TPR) CDC TOTAL CLEANMINTX75CCX24DX3U P.E,,,
052999001,052999001,,,,EXHIBIDOR BOMBONERA PURINA DOG CHOWX1U,,,
044114,00000004,,,,KIT COPA PEQ TRANS RUMBAX5OZX36PX12U,,,
016020,310004968,,,,FRUSH X18DX55U,,,
1610049A00,310004485,,,,TRULULU DINOSX12DX90GR,,,
70.10.01.003,70.10.01.003,,,,ETIQUETA ACEITE 500 PALMA DOÑA PEPA,,,
2813021A00,12399251,,,,DOG CHOW CACH. R/PEQ XLIFEX17KGX1BT,,,
029258008,FCO92090,,,,TALCO PROTEX ICYCOOLX150 GTS TALCX50*12OF,,,
2210021B02,190901002,,,,3% P.E ACEITE SOYA  NAPOLI 250MLX24U,,,
013351005,34202,,,,PAÑO ANTIB FK LATA NIÑAX6DX30U,,,
044206,00008,,,,CONTENEDOR DOM. BISAGRA P3X10PX20U,,,
006131,02079,,,,CERA NATURAL AMARILLA COJINX700CCX18UND,,,
1619081A00,310004795,,,,SUPERCOCO CHOCO SNACK X12BX65GR,,,
044057002,01200000,,,,RECIPIENTE M/USOS SMARTX12OZX10DX50U,,,
029468022,61020085-12,,,,(12%) TAT CEP PREM CLE HANG MATTX12RX12U,,,
029178005,MX04967A,,,,FABULOSO COMPLETE AZULX1700CCX6U ,,,
052058023,052058023,,,,1 P/PUPPY RZ MED+1P/PLAN CAT ADUL+1P/KITTEN GTS PUPPY RZ PEQ,,,
60.04.04.001,60.04.04.001,,,,TAPA BLANCA #28,,,
037020002,4948,,,,PILA AAA ENERGIZERX8DX5TX2U,,,
019096,05015,,,,CLICK CONTENEDOR MASTIC (4DURO+4SURT)X10DPX8U,,,
075205029,02030505,,,,P.E HARINA AREPA REPA BLANCA 1000GRX20U,,,
052440001,12316126,,,,EXCELLENT DOG PUPPY CHICKENRICEX1KGX3OF P2 LL3,,,
029999037,029999037,,,,PLAN ANCHETAS DEPENDIENTES LINEALES RENTABLES 5B,,,
052960001,12241963,,,,GATSY CARNE ARR/MAIZX17KX1BT BONIF,,,
029499021,MX05993A,,,,KIT VIAJERO (CDC TOT CLN MNTX22ML+CEP)X12U,,,
3304033A00,3304033A00,,,,FLIPS COOKIES&CREAM 120GX14U,,,
80.01.01.009,80.01.01.009,,,,LECHE UHT ZY MIL BOLSA SIXPACK X 900,,,
018231,419500047,,,,CEPILLO OVAL.MULTIPROPOSITO ESTILOX12U,,,
70.02.08.001,70.02.08.001,,,,ETIQUETA TOMATE 400 PREMIUM LA HUERTA,,,
25.04.01.001,25.04.01.001,,,,LECHE CONDENSADA ESPARCIBLE 30 G SUPERLIDER SACHETS,,,
50.11.08.001,50.11.08.001,,,,COLORANTE CARAMELO PRODRA *5KG CASA PANADERO,,,
016105,210002346,,,,OKA LOKA PUFF X12DX12U,,,
052974,12252582,,,,EXCELENTE DOG AD CHICKEN RICE 8UX1KG BONIF,,,
70.11.03.001,70.11.03.001,,,,ETIQUETA  GLASSES 500 MORA,,,
018810,018810,,,,BONIF ETERNA COMPRAS $ 30.000 (MARZO),,,
3190001B22,3190001B22,,,,PIN POP BUMBA GIG SURTIDO + CEREZA ECLIPSE + FERXXO MARACUYA + GIG BURBUJA MORAZUL GTS FERXXO MARACUYA,,,
0190008B08,0190008B08,,,,PREPACK COMPRE CUIDADO PERSONAL Y LLEVA 2 UNDS DUO SACHET,,,
069224,4910,,,,DETERGENTE AS PODER AZUL X1000GX20U,,,
019020006,019020006,,,,PPK  SSM (3 PIN PO FRESA+ 3 PIN PO FRUT.)GTS 1 FRESA MUND.,,,
018634001,471000251,,,,(P.E) LIMP LAVANDA LIMPIAYAX2000CCX12U,,,
70.01.06.007,70.01.06.007,,,,ETIQUETA MAYONESA *1000 GOURMET LOS PINOS,,,
029205002,CO01883A,,,,(15%) JAB.PALM POMEGRANADAX120GRX24DPX3U,,,
60.01.04.041,60.01.04.041,,,,BOLSA ESTAMPADA BBQ 500 NONA PEPA ALICO,,,
19.05.02.001,19.05.02.001,,,,ACEITE 50 ML DISPLAY *15 SOYA NONA PEPA SACHET,,,
075255002,03080002,,,,(P.E)ARVEJA AMARILLA SOBERANA 500GRX25U,,,
003630003,1203472701,,,,P.E ACEITE SOYA NAPOLI 110MLX24U,,,
044055002,00002,,,,TENEDOR RUMBA PLATINUMX20PX10U,,,
052345001,12375575,,,,PRO PLAN KITTEN X3KGX6U,,,
075270001,03080501,,,,(P.E) MAIZ PIRA SOBERANA 500GRX25U,,,
071160,84352,,,,DTE YODORA M/ROLON DYNAMICX1DPX3U,,,
052068002,12230718,,,,DOG CHOW CACH. R/PEQ BOLSAX1KGX8U,,,
60.01.01.003,60.01.01.003,,,,ENVASE MARGARINA 600 EMPLANORTE,,,
018748,018748,,,,TAT P6 LL7 GUANTE LIMPIA YA NEGRO,,,
071382001,632018,,,,(15%) LIMPIDO FLORALX1000MLX12U,,,
018795001,471000268,,,,(P.E) SUAVIZ PRIMAVERAL LIMPIA YA 2000MLX8U,,,
80.01.03.034,80.01.03.034,,,,KUMIS NATURAL 1000,,,
043612,12227578,,,,NESCAFE DESCAFEINADO JARX85GX12U,,,
70.02.01.002,70.02.01.002,,,,ETIQUETA TOMATE *4000 INSTITUCIONAL DOÑA PEPA,,,
029221022,61028404,,,,TAT JABON PROTEX HERBAL X110GX72U,,,
